RAJ2000,DEJ2000,R,GCVS,RAJ2000,DEJ2000,VarType,l_Maxmag,Maxmag,n_Maxmag,l_Minmag,Minmag,n_Minmag,Names
290.10125,-0.1352778,*,V606 Aql ,19 20 24.30,-00 08 07.0,NA     , ,6.7,p, ,17.3,p,BD -0 3708a
290.148625,37.7478611, ,V516 Lyr ,19 20 35.67,+37 44 52.3,UGSS   , ,18.9,V, ,22.2,V,NGC 6791 B8
290.281375,37.7991111,*,V523 Lyr ,19 21 07.53,+37 47 56.8,VY/UGZ , ,17.7,V, ,20.2,V,NGC 6791 B7
290.6752917,52.7330833,*,V1113 Cyg,19 22 42.07,+52 43 59.1,UGSU   , ,14,V, ,19.3,V,S 9382
290.7540827,-28.4937514, ,V730 Sgr ,19 23 00.98,-28 29 37.5,UG     , ,12.8,p,<,17.5,p,vG 36/HV 9622
290.7722083,4.9552778,*,V1494 Aql,19 23 05.33,+04 57 19.0,N      , ,4,V,<,16,V,
290.8379167,2.4905833, ,V1370 Aql,19 23 21.10,+02 29 26.1,N      , ,6, , ,19.5,p,
290.9732083,29.67475,*,BF Cyg   ,19 23 53.57,+29 40 29.1,non-CV , ,    , , ,    , ,He 3-1747
291.1517917,28.43625, ,V1114 Cyg,19 24 36.43,+28 26 10.5,UG     , ,14.9,p,<,17,p,103.1906
291.15875,59.6961111, ,KL Dra   ,19 24 38.10,+59 41 46.0,IBWD   , ,16.8,c,<,19,c,SN 1998di
291.1855,4.2465,*,V1229 Aql,19 24 44.52,+04 14 47.4,NA     , ,6.7,v, ,19.4,p,
291.3825,2.7923056,*,Aql      ,19 25 31.80,+02 47 32.3,N::    , ,    , , ,19,p,NSV 12006
291.5209583,27.3658333,*,PW Vul   ,19 26 05.03,+27 21 57.0,NA     , ,6.4,v, ,17.9,B,
291.5450833,-10.2583889,*,DH Aql   ,19 26 10.82,-10 15 30.2,UGSU   , ,12.5,p, ,18.3,V,HV 3899
291.6435,7.6037222,*,V368 Aql ,19 26 34.44,+07 36 13.4,NA     , ,5,p, ,15.4,p,668.1936
291.7988333,54.2974722,*,V2176 Cyg,19 27 11.72,+54 17 50.9,UGWZ   , ,13.3,R, ,19.9,R,BAO 01
291.8558333,2.3843056, ,V1233 Aql,19 27 25.40,+02 23 03.5,UG     , ,15.5,p, ,20,p,S 10574
291.98525,3.6950278,*,Aql      ,19 27 56.46,+03 41 42.1,UG:    , ,14.6,p, ,15.7,p,NSV 24785
292.1358333,-50.0261111,*,Tel      ,19 28 32.60,-50 01 34.0,AM     , ,17.8,V, ,    , ,CTCV J1928-5001
292.2352083,43.0936944, ,V1504 Cyg,19 28 56.45,+43 05 37.3,UGSU   , ,13.5,p, ,17.4,p,SVS 710
292.26875,28.9072222,*,V868 Cyg ,19 29 04.50,+28 54 26.0,UGZ    , ,14.3,p,<,17.8,p,VV 137
292.3113333,20.4664722,*,NQ Vul   ,19 29 14.72,+20 27 59.3,NA     , ,6,v, ,18.3,B,
292.4541667,28.5483333,*,V1505 Cyg,19 29 49.00,+28 32 54.0,UGZ    , ,15.2,p,<,17.5,p,SVS 1532
292.7539583,33.7844722, ,V792 Cyg ,19 31 00.95,+33 47 04.1,UGSS   , ,14.1,p, ,17,p,VV 61
292.8577952,-6.427292, ,DO Aql   ,19 31 25.87,-06 25 38.1,NB     , ,8.7,v, ,16.5,p,9.1925
293.1828333,17.7485278, ,WY Sge   ,19 32 43.88,+17 44 54.7,N      , ,5.4,B, ,20.7,B,
293.2758333,33.2602778, ,V793 Cyg ,19 33 06.20,+33 15 37.0,UGSS   , ,14.4,p,<,18.5,p,VV 62
293.4165,28.93725,*,HN Cyg   ,19 33 39.96,+28 56 14.1,non-CV , ,    , , ,    , ,294.1929
293.4735,14.2961389,*,KX Aql   ,19 33 53.64,+14 17 46.1,UG     , ,12.5,p, ,18.4,V,HV 5428
293.6420417,31.5366389,*,V795 Cyg ,19 34 34.09,+31 32 11.9,UGSS   , ,13.4,p,<,17.9,p,VV 63
293.6508333,51.1284444,*,V2289 Cyg,19 34 36.20,+51 07 42.4,UG     , ,15.7,V,<,19,V,1H 1933+510; Cyg2
293.6855,15.031, ,EY Aql   ,19 34 44.52,+15 01 51.6,NA:    , ,10.5,p, ,20,r,SVS 202
293.7734167,30.57325, ,V905 Cyg ,19 35 05.62,+30 34 23.7,UG     , ,16.5,p,<,18.1,p,VV 138
293.856375,0.7113889,*,V607 Aql ,19 35 25.53,+00 42 41.0,non-CV , ,    , , ,    , ,31.1905/IRC 00445
293.8709583,-1.7384444,*,BZ Aql   ,19 35 29.03,-01 44 18.4,non-CV , ,    , , ,    , ,HV 3799
293.8951667,6.5627222,*,V991 Aql ,19 35 34.84,+06 33 45.8,UGZ    , ,14,p, ,16,p,S 8125
293.92875,-59.1395556, ,V345 Pav ,19 35 42.90,-59 08 22.4,UX     , ,13.4,V, ,14.2,V,EC 19314-5915
294.291,2.6004167,*,V1141 Aql,19 37 09.84,+02 36 01.5,UGSU   , ,15,V, ,19.5,V,36.1905
294.5425833,35.8574722,*,Cyg3     ,19 38 10.22,+35 51 26.9,non-CV , ,    , , ,    , ,NSV 12245
294.6491667,-46.2157222,*,QS Tel   ,19 38 35.80,-46 12 56.6,AM     , ,15.2,V, ,17.4,V,RE 1938-461
294.667125,30.5078611,*,EM Cyg   ,19 38 40.11,+30 30 28.3,UGZ    , ,12.5,v, ,14.4,v,185.1928
294.67575,12.2750556,*,V1289 Aql,19 38 42.18,+12 16 30.2,non-CV:, ,13,p,<,15.5,p,67.1903
294.7849167,16.7110556,*,SS Sge   ,19 39 08.38,+16 42 39.8,non-CV , ,    , , ,    , ,SVS 81
294.84175,18.1316389,*,HS Sge   ,19 39 22.02,+18 07 53.9,NA     , ,7,p, ,20.7,B,
294.9246667,-30.9294167, ,Sgr      ,19 39 41.92,-30 55 45.9,CV     , ,    , , ,    , ,NGC 6809-9
294.9666667,38.2880556,*,Cyg      ,19 39 52.00,+38 17 17.0,non-ex , ,    , , ,    , ,NSV 24843
295.0357917,-30.9808611,*,Sgr      ,19 40 08.59,-30 58 51.1,UG     , ,19,V, ,21.9,V,NGC 6809 CV1
295.0475833,-10.4238333,*,V1432 Aql,19 40 11.42,-10 25 25.8,AM     , ,14.9,V, ,18,V,Aql1; RX J1940-1025
295.4164583,21.7663889, ,FY Vul   ,19 41 39.95,+21 45 59.0,UGZ    , ,13.4,B, ,15.3,B,122.194
295.7208333,1.4241667,*,V890 Aql ,19 42 53.00,+01 25 27.0,non-ex , ,    , , ,    , ,
295.9875,-40.4333333,*,Sgr1     ,19 43 57.00,-40 26 00.0,N::    , ,    , , ,    , ,NSV 12329
296.2065,35.993,*,V1285 Cyg,19 44 49.56,+35 59 34.8,non-CV , ,    , , ,    , ,VV 255
296.3969583,28.5914167,*,LU Vul   ,19 45 35.27,+28 35 29.1,NA     , ,9.5,p,<,21,p,
296.568125,-4.7491944, ,Aql      ,19 46 16.35,-04 44 57.1,CV     , ,19,B, ,    , ,RX J1946.2-0444
296.9083333,27.3133333,*,CK Vul   ,19 47 38.00,+27 18 48.0,NB     , ,2.6,v, ,20.7,v,BD +26 3670a
296.918875,-42.0073333,*,V3885 Sgr,19 47 40.53,-42 00 26.4,UX     , ,9.6,v, ,10.3,V,CD -42 14462
297.0021667,27.1720278, ,LV Vul   ,19 48 00.52,+27 10 19.3,NA     , ,5.2,v, ,16.6,B,
297.060375,34.8670278, ,V1153 Cyg,19 48 14.49,+34 52 01.3,UGSS   , ,16.4,p,<,19,p,VV 168
297.0970833,36.4397778, ,V811 Cyg ,19 48 23.30,+36 26 23.2,UGSS   , ,12.7,p,<,17.7,p,VV 64
297.19675,57.1560556, ,V1006 Cyg,19 48 47.22,+57 09 21.8,UG     , ,15.4,p, ,17,p,S 7844
297.277125,77.7396944, ,AB Dra   ,19 49 06.51,+77 44 22.9,UGZ    , ,12.3,V, ,15.8,V,90.1934
297.2937083,58.5330556, ,V542 Cyg ,19 49 10.49,+58 31 59.0,UGSS:  , ,13,p, ,18.3,p,S 3813
297.3190833,34.1801667,*,V1449 Cyg,19 49 16.58,+34 10 48.6,UGSS   , ,15.5,p,<,17,p,GR 217
297.3995,36.7444444, ,V813 Cyg ,19 49 35.88,+36 44 40.0,UGSS   , ,16,p,<,19,p,VV 65
297.5494167,35.6842222,*,CI Cyg   ,19 50 11.86,+35 41 03.2,non-CV , ,    , , ,    , ,HV 3625
297.879625,10.9561667, ,V1047 Aql,19 51 31.11,+10 57 22.2,UG     , ,15,p,<,17.5,p,S 8191
297.9306667,10.8541389,*,V1050 Aql,19 51 43.36,+10 51 14.9,non-CV , ,    , , ,    , ,S 8194
297.947875,37.2799444, ,Cyg      ,19 51 47.49,+37 16 47.8,CV     , ,15.5,B, ,    , ,RX J1951.7+3716
298.0083333,35.9261111,*,V1452 Cyg,19 52 02.00,+35 55 34.0,UGSS   , ,15.4,p,<,17,p,GR 220
298.0445833,19.5786111,*,DO Vul   ,19 52 10.70,+19 34 43.0,UG     , ,14,p, ,20.7,V,25.1928
298.1167917,8.4796667,*,V500 Aql ,19 52 28.03,+08 28 46.8,NA     , ,6.6,p, ,17.8,p,S 3542
298.1572917,36.5647222,*,V465 Cyg ,19 52 37.75,+36 33 53.0,NB     , ,8,p, ,20.2,V,VV 67
298.2705833,21.2468333,*,V405 Vul ,19 53 04.94,+21 14 48.6,UGSU   , ,15,v, ,19,v,S 10943
298.2777083,12.9835556,*,PQ Aql   ,19 53 06.65,+12 59 00.8,UG:    , ,14.8,B,<,18,p,HV 5482
298.3666667,56.9786111,*,CK Cyg   ,19 53 28.00,+56 58 43.0,NC:    , ,12,p,<,17,p,SVS 26
298.4102083,35.3627222,*,V1454 Cyg,19 53 38.45,+35 21 45.8,UGSS   , ,13.9,V, ,20.5,V,GR 221
298.6530833,32.3653056,*,EY Cyg   ,19 54 36.74,+32 21 55.1,UGSS   , ,11.4,v, ,15.5,v,200.1928
298.6565417,35.7044444,*,V1819 Cyg,19 54 37.57,+35 42 16.0,NB     , ,8.7,v, ,19.6,R,
298.6905,36.7865556, ,V1162 Cyg,19 54 45.72,+36 47 11.6,NL:    , ,15.8,p,<,17.6,p,VV 176
298.9451667,-20.51525,*,Sgr3     ,19 55 46.84,-20 30 54.9,non-CV , ,    , , ,    , ,NSV 12560/LTT 7873
299.078875,1.7788611, ,V1327 Aql,19 56 18.93,+01 46 43.9,UG:    , ,16,p, ,18.5,V,S 8255
299.1875,10.8259167, ,V725 Aql ,19 56 45.00,+10 49 33.3,UGSU   , ,13.6,v, ,17.3,v,105.194
299.2008333,-60.5744722, ,V348 Pav ,19 56 48.20,-60 34 28.1,NL     ,>,18,j, ,19,j,V1956-6034
299.2978333,-57.6394722, ,V393 Pav ,19 57 11.48,-57 38 22.1,AM     , ,18,V, ,    , ,Pav4; RX J1957.1-573
299.3281667,-9.3224722, ,UU Aql   ,19 57 18.76,-09 19 20.9,UG     , ,11,V, ,17,V,HV 1319
299.5603333,32.5450556, ,V2306 Cyg,19 58 14.48,+32 32 42.2,DQ     , ,15.7,V, ,    , ,1WGA J1958.2+3232
299.6022917,53.6185,*,V476 Cyg ,19 58 24.55,+53 37 06.6,NA     , ,2,p, ,17.2,B,26.192
299.6545833,16.6912778,*,AW Sge   ,19 58 37.10,+16 41 28.6,UGSU   , ,13.8,p,<,17.5,p,151.1905
299.7069334,-38.9367685, ,V4140 Sgr,19 58 49.68,-38 56 12.4,UGSU   , ,17.5,V, ,19,V,NSV 12615
299.9637083,22.7089722,*,Vul      ,19 59 51.29,+22 42 32.3,UGWZ   , ,15.6,c, ,22.5,R,Var. Star near M27
299.9708333,39.2338889,*,V337 Cyg ,19 59 53.00,+39 14 02.0,UG     , ,14.4,p,<,16.5,p,101.1928
300.0215417,22.93525, ,SW Vul   ,20 00 05.17,+22 56 06.9,UG     , ,14.5,p, ,18.5,p,29.1923
300.235125,56.9436944,*,V1028 Cyg,20 00 56.43,+56 56 37.3,UGSU   , ,13,p, ,18,p,S 7854
300.45525,36.1234444,*,V823 Cyg ,20 01 49.26,+36 07 24.4,UGSU   , ,15,p,<,18.5,p,VV 66
300.6671667,57.2737778, ,V1032 Cyg,20 02 40.12,+57 16 25.6,UG     , ,15.5,p,<,18,p,S 7858
300.703625,22.4738056,*,V362 Vul ,20 02 48.87,+22 28 25.7,non-CV , ,    , , ,    , ,E2000+223
300.8269583,17.0476111,*,RZ Sge   ,20 03 18.47,+17 02 51.4,UGSU   , ,12.2,B, ,17.4,B,157.1905
301.0772083,-55.7258889,*,RR Tel   ,20 04 18.53,-55 43 33.2,non-CV , ,    , , ,    , ,HV 3181
301.2717083,32.3558611,*,V550 Cyg ,20 05 05.21,+32 21 21.1,UGSU   , ,14.2,p,<,17,p,S 3847
301.2820417,38.1192222,*,Cyg4     ,20 05 07.69,+38 07 09.2,non-CV , ,    , , ,    , ,NSV 12778
301.424625,22.6663611,*,QQ Vul   ,20 05 41.91,+22 39 58.9,AM     , ,14.5,B, ,15.5,B,1E 2003+225
301.463,-29.5833056,*,Sgr      ,20 05 51.12,-29 34 59.9,UG     , ,15.9,V, ,    , ,CTCV J2005-2934
301.5480417,33.7104722, ,V1363 Cyg,20 06 11.53,+33 42 37.7,UGZ    , ,13,p,<,17.6,p,VV 279
301.7875,18.8608333, ,GL Sge   ,20 07 09.00,+18 51 39.0,UG     , ,16,p, ,20,p,S 9975
301.82475,36.077,*,V2274 Cyg,20 07 17.94,+36 04 37.2,NA     , ,11.7,V,<,19.5,r,N Cyg 2001 No.1
301.9018284,17.7042478,*,WZ Sge   ,20 07 36.41,+17 42 15.4,UGWZ/DQ, ,7,V, ,15.5,V,HV 3518
302.0317299,-69.8162906,*,GS Pav   ,20 08 07.61,-69 48 58.6,CV     , ,15,p, ,18,V,S 7040
302.23275,-65.4620833, ,V349 Pav ,20 08 55.86,-65 27 43.5,AM     ,>,18,j, ,19.5,j,Pav1; V2008-6527
302.2375417,-17.27725,*,AX Cap   ,20 08 57.01,-17 16 38.1,UGSU   , ,16,p, ,21.5,V,Cap4; 2006-1725
302.2764167,17.7280556, ,ET Sge   ,20 09 06.34,+17 43 41.0,UG:    , ,16,p,<,20,p,S 8361
302.3295417,39.8145,*,V2361 Cyg,20 09 19.09,+39 48 52.2,N      , ,8.9,p, ,    , ,Nova Cygni 2005
302.3850833,41.008, ,V1310 Cyg,20 09 32.42,+41 00 28.8,UGSS   , ,15.9,p,<,19,p,GR 135
303.05675,42.7643056,*,V1316 Cyg,20 12 13.62,+42 45 51.5,UGSU:  , ,14.1,V, ,17.6,V,GR 141
303.2669583,15.5963333, ,V1101 Aql,20 13 04.07,+15 35 46.8,UGZ/CV:, ,14.3,V, ,14.7,V,139.194
303.811625,36.9898611, ,Cyg      ,20 15 14.79,+36 59 23.5,CV     , ,18.3,R, ,    , ,MGHT 5
303.9001667,37.0827222,*,Cyg      ,20 15 36.04,+37 04 57.8,CV     , ,18.6,R, ,    , ,MGHT 4
303.9041667,37.1896111, ,Cyg      ,20 15 37.00,+37 11 22.6,CV     , ,17.5,R, ,    , ,MGHT 2
304.2041667,38.3522222,*,V1377 Cyg,20 16 49.00,+38 21 08.0,UG:    , ,17.1,p, ,18.5,p,GR 166
304.2082917,53.20675, ,V767 Cyg ,20 16 49.99,+53 12 24.3,UG     , ,15,p,<,17.5,p,S 3826
304.3913333,-3.6641111,*,V794 Aql ,20 17 33.92,-03 39 50.8,VY     , ,13.7,B, ,20.2,B,499.1936
305.0612083,21.1028889,*,V Sge    ,20 20 14.69,+21 06 10.4,NLV    , ,10.5,V, ,14.5,V,He 3-1879
305.1541667,20.1833333,*,Del      ,20 20 37.00,+20 11 00.0,NL?    , ,10.5,p, ,11.5,p,NSV 13022
305.3054167,21.5717778,*,PU Vul   ,20 21 13.30,+21 34 18.4,non-CV , ,    , , ,    , ,Kuwano's NL
305.656375,-39.9035556, ,V4738 Sgr,20 22 37.53,-39 54 12.8,AM     , ,18.5,V, ,19.5,V,RX J2022-3954
305.6760833,-21.1318611,*,Cap1     ,20 22 42.26,-21 07 54.7,CV     , ,12.5,v, ,    , ,StHA 176
305.877125,46.5248611,*,V1776 Cyg,20 23 30.51,+46 31 29.5,UX     , ,17.2,V, ,18.4,V,Lanning 90
305.9097083,64.6075, ,MN Dra   ,20 23 38.33,+64 36 27.0,UGSU   , ,15.9,R, ,19.3,R,Antipin V73
306.01575,33.8675556,*,V404 Cyg ,20 24 03.78,+33 52 03.2,non-CV , ,    , , ,    , ,100.1938
306.1914167,60.2733056, ,Cep      ,20 24 45.94,+60 16 23.9,CV::   , ,18.4,j, ,    , ,var. near NGC 6946
306.2371667,17.2986389,*,CM Del   ,20 24 56.92,+17 17 55.1,UG/UX  , ,13.4,v, ,15.3,v,147.193
306.2477917,-22.5564167, ,Cap      ,20 24 59.47,-22 33 23.1,CV:    , ,16.4,V, ,    , ,EC 20220-2243
306.333875,76.3728889, ,Cep      ,20 25 20.13,+76 22 22.4,CV     , ,21.8,g, ,    , ,SDSS J202520+762222
306.3455417,15.7660833,*,EZ Del   ,20 25 22.93,+15 45 57.9,UG     , ,14.5,p, ,16.5,p,S 4505
306.5365,28.1608889,*,V374 Vul ,20 26 08.76,+28 09 39.2,non-CV , ,    , , ,    , ,LD 171
306.5923333,-43.6755556,*,V2276 Sgr,20 26 22.16,-43 40 32.0,UG     , ,14.3,p,<,16.7,p,S 6738
306.69175,27.8453333,*,QU Vul   ,20 26 46.02,+27 50 43.2,NA     , ,5.6,v, ,17.5,R,
306.6958333,18.5166667,*,IO Del   ,20 26 47.00,+18 31 00.0,UGWZ:  , ,15.5,p,<,20,p,S 10693
306.8225,43.6896389,*,V503 Cyg ,20 27 17.40,+43 41 22.7,UGSU   , ,13.4,V, ,17.6,V,S 4524
307.0971667,39.0653611, ,V1390 Cyg,20 28 23.32,+39 03 55.3,UGSU   , ,16,p,<,18.1,p,GR 177
307.1605,-52.3125, ,KK Tel   ,20 28 38.52,-52 18 45.0,UGSU   , ,13.5,V, ,19.6,V,S 6888
307.6319583,52.6307778,*,V1974 Cyg,20 30 31.67,+52 37 50.8,NA     , ,4.2,v, ,16.1,V,
307.789875,16.3858611, ,IS Del   ,20 31 09.57,+16 23 09.1,UG     , ,15,p,<,17.5,p,S 10699
308.294125,-45.4334722, ,TU Ind   ,20 33 10.59,-45 26 00.5,UG     , ,12.9,B, ,18.1,V,S 6749
308.4045,-56.5623889, ,TT Ind   ,20 33 37.08,-56 33 44.6,UGZ    , ,12.9,V, ,18.3,V,S 6899
308.5604583,50.8016389,*,Cyg1     ,20 34 14.51,+50 48 05.9,CV:    , ,14.8,V, ,    , ,NSV 25181
309.026625,54.5284722, ,V1052 Cyg,20 36 06.39,+54 31 42.5,UGSS   , ,15.8,p,<,17.5,p,S 7916
309.2276667,-43.3754167, ,CM Mic   ,20 36 54.64,-43 22 31.5,UG:    , ,14.9,B, ,15.9,B,EC 20335-4332
309.2312917,14.0525833, ,HO Del   ,20 36 55.51,+14 03 09.3,UGSU   , ,13.6,p,<,17.2,p,S 10066
309.3236667,50.3275278, ,V747 Cyg ,20 37 17.68,+50 19 39.1,CV/NL: , ,11.7,p, ,12.5,p,34.1934
309.6363333,22.7046389, ,IL Vul   ,20 38 32.72,+22 42 16.7,UG     , ,15,p, ,20,p,S 9068
310.0381667,-0.8708611,*,AE Aqr   ,20 40 09.16,-00 52 15.1,DQ     , ,9.8,V, ,11.8,V,342.1931
310.4333333,25.5863889,*,TY Vul   ,20 41 44.00,+25 35 11.0,UG     , ,14,p, ,19,p,38.1923
310.5847917,19.1609167,*,HR Del   ,20 42 20.35,+19 09 39.3,NB     , ,3.5,v, ,12.3,B,
310.8208333,42.7108333,*,V1697 Cyg,20 43 17.00,+42 42 39.0,UG:    , ,16.5,U,<,17.5,U,SVS 2272
311.2038328,-4.9913329, ,Aqr      ,20 44 48.92,-04 59 28.8,CV     , ,16.9,s, ,    , ,SDSS J204448-045929
311.2235,-38.6568333, ,UY Mic   ,20 44 53.64,-38 39 24.6,CV:    , ,13.5,p, ,14.6,p,S 6772
311.6610833,60.6343333, ,Cep      ,20 46 38.66,+60 38 03.6,UG:    , ,15.3,p, ,18.1,r,Antipin V75
311.79075,41.9240278, ,V516 Cyg ,20 47 09.78,+41 55 26.5,UGSS   , ,13.8,p, ,16.8,p,S 4530
311.8365043,0.0021453, ,Aqr      ,20 47 20.76,+00 00 07.7,CV     , ,19.4,s, ,    , ,SDSS J204720+000007
312.0743721,-6.1791069, ,Aqr      ,20 48 17.85,-06 10 44.8,CV     , ,19.4,s, ,    , ,SDSS J204817-061045
312.1162889,0.8358063, ,Aqr      ,20 48 27.91,+00 50 08.9,AM     , ,19.7,s, ,    , ,SDSS J204827+005008
312.5743351,-5.6074459, ,Aqr      ,20 50 17.84,-05 36 26.8,NL     , ,17.8,V, ,19.6,V,SDSS J205017-053627
313.05325,44.3239167,*,V751 Cyg ,20 52 12.78,+44 19 26.1,VY     , ,13.2,V, ,16,V,SVS 1202
313.1867917,35.9909444,*,V1330 Cyg,20 52 44.83,+35 59 27.4,NA     , ,9,p, ,18.5,B,
313.7523333,44.9254722, ,V1711 Cyg,20 55 00.56,+44 55 31.7,UG:    , ,15,p,<,17.5,p,SVS 2277
313.97025,26.6809167,*,UY Vul   ,20 55 52.86,+26 40 51.3,non-CV , ,    , , ,    , ,150.1904
314,-30.2333333, ,Mic      ,20 56 00.00,-30 14 00.0,CV     , ,    , , ,    , ,CTCV J2056-3014
314.1915833,23.5766667,*,UZ Vul   ,20 56 45.98,+23 34 36.0,non-CV , ,    , , ,    , ,151.1904
314.4377917,25.5071389, ,VW Vul   ,20 57 45.07,+25 30 25.7,UGSU   , ,13.6,V, ,15.6,V,153.1904
314.6974583,35.9410833,*,V450 Cyg ,20 58 47.39,+35 56 27.9,NB     , ,7.8,p, ,16.3,p,85.1942
314.8119593,-6.2056923, ,Aqr      ,20 59 14.87,-06 12 20.5,CV     , ,18.4,s, ,    , ,SDSS J205914-061221
315.0587912,0.746115, ,Aqr      ,21 00 14.11,+00 44 46.0,UGSU   , ,18.8,s, ,    , ,SDSS J210014+004446
315.38025,10.8809722, ,Equ      ,21 01 31.26,+10 52 51.5,NL     , ,18.1,s, ,    , ,SDSS J210131+105252
315.5410417,45.7758333,*,V407 Cyg ,21 02 09.85,+45 46 33.0,non-CV , ,    , , ,    , ,AS 453
315.6712073,-0.7356397,*,Aqr      ,21 02 41.09,-00 44 08.3,CV:    , ,17.2,s, ,    , ,SDSS J210241-004408
315.7583333,48.7646944, ,V2275 Cyg,21 03 02.00,+48 45 52.9,NA     , ,6.7,V, ,18.4,V,N Cyg 2001 No. 2
315.7775417,66.1757778, ,FX Cep   ,21 03 06.61,+66 10 32.8,UG     , ,15,p, ,17.5,p,GR 95
316.208125,1.0960833,*,Aqr      ,21 04 49.95,+01 05 45.9,UG     , ,17.1,g, ,20.6,g,SDSS J210449+010545
316.284125,-75.3506944, ,AO Oct   ,21 05 08.19,-75 21 02.5,UGSU   , ,15.3,V, ,21,V,S 7103
316.5791667,0.8633333,*,EV Aqr   ,21 06 19.00,+00 51 48.0,UGZ:   , ,12.1,p,<,14.2,p,SVS 615
316.92575,37.2357778, ,V1060 Cyg,21 07 42.18,+37 14 08.8,UGSS   , ,13.5,p, ,18,p,S 9108
316.9925833,-5.2944722,*,HU Aqr   ,21 07 58.22,-05 17 40.1,AM     , ,15.3,B, ,19.8,V,RX J2107.9-0518
317.0507083,36.8245,*,V1062 Cyg,21 08 12.17,+36 49 28.2,UGSS   , ,15.5,p, ,18,p,S 9110
317.1414583,39.0930833, ,Cyg      ,21 08 33.95,+39 05 35.1,CV:    , ,15.1,c, ,17.9,c,Lanning 386
317.7459583,38.9535833,*,V1065 Cyg,21 10 59.03,+38 57 12.9,UGSS   , ,18,p,<,20,p,S 9113
317.902125,48.1507778,*,V1500 Cyg,21 11 36.51,+48 09 02.8,NA/AM  , ,2.2,B, ,18,B,RX J2111.6+4809
318.0385833,-8.8269722,*,VY Aqr   ,21 12 09.26,-08 49 37.1,UGWZ   , ,8,B, ,17.5,B,Ross 88
318.12325,12.5347222,*,V364 Peg ,21 12 29.58,+12 32 05.0,UG/UGSU, ,16,R,<,19,R,BAO 02
318.7666667,14.0638889,*,EF Peg   ,21 15 04.00,+14 03 50.0,UGSU   , ,10.7,V, ,18.5,V,143.1935
318.9207083,-58.6815556,*,CD Ind   ,21 15 40.97,-58 40 53.6,AM     , ,16,v, ,17.8,V,Ind1; EUVE J2115-586
319.022625,11.56875, ,Equ      ,21 16 05.43,+11 34 07.5,CV     , ,15.3,s, ,    , ,SDSS J211605+113407
319.7309583,54.2141944,*,V2151 Cyg,21 18 55.43,+54 12 51.1,non-CV , ,    , , ,    , ,HIP 105230
320.3605417,-54.0763056, ,Ind      ,21 21 26.53,-54 04 34.7,NL     , ,13.7,V, ,    , ,EC 21178-5417
320.4416667,-14.2941667,*,CV Aqr   ,21 21 46.00,-14 17 39.0,non-ex , ,    , , ,    , ,HV 6262
320.8041667,-2.2462778, ,Aqr      ,21 23 13.00,-02 14 46.6,CV:    , ,16.8,c,<,20,j,ROTSE3 J212313
320.9368333,42.3005, ,V2069 Cyg,21 23 44.84,+42 18 01.8,CV/DQ: , ,16,V, ,    , ,Cyg6; RX J2123.7+421
322.1461667,-42.5420278, ,CH Gru   ,21 28 35.08,-42 32 31.3,N:     , ,18.3,B, ,19.8,B,Gru4; Hawkins V5
322.32825,42.3197778,*,V1075 Cyg,21 29 18.78,+42 19 11.2,UGSS   , ,16.4,p,<,18,p,S 8393
322.4889167,12.1788056,*,Peg      ,21 29 57.34,+12 10 43.7,UG     , ,20.2,U, ,    , ,NGC 7078 C
322.493,12.1670278,*,Peg      ,21 29 58.32,+12 10 01.3,UG     , ,17.6,U,<,22.5,U,NGC 7078 CCZ-V1
322.493,12.1701389,*,Peg      ,21 29 58.32,+12 10 12.5,UG:    , ,21.8,U, ,    , ,NGC 7078 B
322.5770417,47.1521111,*,Cyg      ,21 30 18.49,+47 09 07.6,CV     , ,    , , ,    , ,RX J2130.3+4709
322.6026667,-2.9880833, ,VZ Aqr   ,21 30 24.64,-02 59 17.1,UG     , ,11.3,p, ,17.2,p,SVS 52
323.2785417,-42.4811111,*,CI Gru   ,21 33 06.85,-42 28 52.0,UG     , ,16.5,B, ,18.5,B,Gru1; Hawkins V6
323.431875,51.1234722,*,Cyg      ,21 33 43.65,+51 07 24.5,DQ     , ,15.8,B, ,    , ,RX J2133.7+5107
323.5254167,-18.8628611, ,Cap3     ,21 34 06.10,-18 51 46.3,NL?    , ,18,p, ,19,p,NSV 13783
323.5661667,49.1906667, ,V1081 Cyg,21 34 15.88,+49 11 26.4,UGSS   , ,14.5,p,<,17.5,p,S 8400
323.74675,40.6718611,*,V630 Cyg ,21 34 59.22,+40 40 18.7,UGSU   , ,13.8,V, ,17.2,V,S 4556
324.0175417,40.43875, ,V632 Cyg ,21 36 04.21,+40 26 19.5,CV/UGSS, ,12.6,p, ,17.5,p,S 4558
324.0796656,11.6817778,*,LQ Peg   ,21 36 19.12,+11 40 54.4,UX     , ,14,B, ,17.5,B,Peg6; PG 2133+115
324.485125,-43.7037778, ,CE Gru   ,21 37 56.43,-43 42 13.6,AM     , ,18,B, ,20.7,B,Gru2; Hawkins V1
324.9933333,-23.1955556,*,Cap2     ,21 39 58.40,-23 11 44.0,UG     , ,16.4,v, ,19.1,V,NGC 7099 V4; NSV 257
325.070375,47.9968056,*,V1570 Cyg,21 40 16.89,+47 59 48.5,non-CV , ,    , , ,    , ,S 9726
325.2266667,48.6620278,*,V1251 Cyg,21 40 54.40,+48 39 43.3,UGSU   , ,12.5,p,<,15,p,Wr 160
